medical_abstract,ans,question
"Left ventricular filling impairment in asymptomatic chronic alcoholics. Systolic left ventricular dysfunction is relatively common in even asymptomatic alcoholics, but whether diastolic function is also altered is much less well-studied. We used M-mode and Doppler echocardiography to study left ventricular size, mass, systolic function and diastolic filling in 32 alcoholics free of clinically detectable heart disease and in 15 healthy control subjects. Left ventricular mass index and posterior wall thickness were higher in alcoholics than in controls, but there was no statistically significant difference either in end-diastolic size or in systolic ventricular function. More abnormalities were found in the Doppler indexes of diastolic function, however. The alcoholics had a prolonged relaxation time (200 +/- 6 vs 184 +/- 5 ms [mean +/- standard error], p less than 0.05), a decreased peak early diastolic velocity (52 +/- 2 vs 60 +/- 3 cm/s, p less than 0.05), a slower acceleration of the early flow (410 +/- 18 vs 552 +/- 43 cm/s2, p less than 0.01), and a higher atrial-to-early peak velocity ratio (0.74 +/- 0.04 vs 0.60 +/- 0.05, p less than 0.05). This pattern of changes suggests a primary abnormality in the relaxation of the left ventricle. In multivariate analyses, the abnormalities in the Doppler indexes were independent of the duration of alcoholism, the quantity of the most recent ethanol exposure and the increased mass of the left ventricle. Impaired early filling of the left ventricle due to delayed relaxation is common in asymptomatic alcoholics and may in fact be the earliest functional sign of preclinical alcoholic cardiomyopathy. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
Hemifacial spasm caused by a spontaneous dissecting aneurysm of the vertebral artery. Case report. The authors describe the first reported case of dissecting aneurysm presenting with hemifacial spasm. The patient was a 58-year-old woman with left hemifacial spasm of 2 years' duration. Cranial nerve examination was otherwise normal and no other clinical symptoms were observed. Vertebral angiography revealed a fusiform enlargement of the left vertebral artery and contrast medium remaining in the intramural false lumen in the venous phase. Microvascular decompression of the facial nerve with wrapping of the aneurysm resulted in complete relief of the hemifacial spasm. ,1,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Microvascular pedal bypass for salvage of the severely ischemic limb Bypass to the pedal arteries was performed with use of the operating microscope and standard microsurgical technique in 37 patients with severe, chronic ischemia of a lower extremity. Twenty-one patients (57%) had three or more cardiovascular risk factors, and 22 (59%) had diabetes. Preoperative arteriography identified a pedal artery suitable for bypass in all but one patient. The greater or lesser saphenous vein was used in all patients, most frequently as a nonreversed, translocated vein graft. An arm vein was used as part of a composite graft in only one patient. No early deaths occurred, and only one patient had a perioperative myocardial infarction. Although five grafts occluded within 30 days, four were successfully revised, and 36 patients had a patent graft at the time of dismissal from the hospital. At 1 year, the primary graft patency rate (patency without revision) was 60.8%, and the secondary patency rate was 68.8%. One early and six late amputations were performed; the cumulative 1-year limb salvage rate was 82.4%. Grafts with an intraoperative flow rate of 50 ml/min or more had a better patency rate than those with a lower flow rate. The presence of diabetes did not adversely affect long-term patency. Of the 34 patients who were alive at the time of this report, 27 (79%) had a functional foot that allowed ambulation, had no rest pain, and had no substantial loss of tissue. Pedal bypass should be considered for critical, chronic ischemia, even if the patient has an increased surgical risk and advanced distal atherosclerotic disease. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
Coronary artery fistula formation secondary to permanent pacemaker placement. We present the findings in two patients who apparently developed a coronary artery fistula as a complication of an endocardial pacing electrode. This complication may actually be occurring more frequently than recognized because the patient may be asymptomatic or minimally symptomatic and therefore not undergo a coronary angiogram. Awareness of this potentially serious complication is important and stresses the need for proper electrode placement without excess pressure on the tip. ,0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Diagnosis of recent myocardial infarction with quantitative backscatter imaging: preliminary studies. Acute myocardial ischemia and chronic myocardial infarction may be recognized with ultrasound tissue characterization techniques because of myocardial acoustic changes caused by reduced perfusion and/or collagen deposition. Our purpose was to study the acoustic properties of recent myocardial infarction when the predominating pathologic finding was myocardial edema and leukocytic infiltration. We used a new quantitative backscatter imaging system to study 18 patients 9 +/- 5 days after myocardial infarction (eight patients with anteroseptal myocardial infarction and 10 with inferior myocardial infarction) and 20 normal subjects. The cyclic variation of relative integrated backscatter (end-diastolic minus end-systolic) was calculated from on-line measurements. Standard parasternal long- and short-axis and apical four- and two-chamber views were obtained. In the anteroseptal myocardial infarction group, the cyclic variation of relative integrated backscatter was lower in the septum (1.5 +/- 1.6 dB) than in the posteroinferior wall (3.2 +/- 1.2 dB); however, the sample size of only three patients (of eight patients imaged) in the latter group prevented statistical comparison. The cyclic variation of relative integrated backscatter in the infarcted septum was less than the measurement obtained in the septum of the control group (4.3 +/- 2.4 dB, p less than 0.05). In the inferior infarction group, the cyclic variation of integrated backscatter in the posteroinferior wall (1.8 +/- 1.7 dB) was not significantly different from the measurement obtained in the septum (3.7 +/- 3.6 dB); however, the cyclic variation in the posteroinferior wall was significantly less than that obtained in the control group posteroinferior wall (5.7 +/- 1.7 dB, p less than 0.05). ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Comparison of the antihypertensive effects of delapril and enalapril. The angiotensin converting enzyme (ACE) inhibitors delapril and enalapril were compared in a double-blind, randomized, parallel study. The population included 142 patients with essential hypertension who were treated with delapril and 140 treated with enalapril. At the end of a 2 week initial placebo period, the diastolic blood pressure of these patients ranged from 95 to 115 mm Hg in the sitting position. After this placebo period, randomization took place. Patients in the delapril group received 15 mg of the drug twice daily. Treatment with enalapril was started with a daily dose of 10 mg. If the diastolic blood pressure did not fall to less than or equal to 90 mm Hg or at least by 15 mm Hg after 2 weeks of treatment, the doses of the ACE inhibitors were doubled. After another 2 weeks, 25 mg hydrochlorothiazide daily was added if the target level of diastolic blood pressure was not reached. Both drugs caused a similar decrease of systolic and diastolic blood pressure. The antihypertensive effect of both ACE inhibitors was increased by the addition of the diuretic. The frequency and severity of side effects were similar in the two groups of patients. It is concluded from this study that delapril and enalapril do not differ in antihypertensive efficacy nor in safety. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Is baldness a risk factor for coronary artery disease? A review of the literature. A literature search identified eight articles containing data on both baldness and coronary artery disease (CAD). Three of these articles described case-control studies that showed a positive relationship between baldness and CAD when controlling for CAD risk factors. Three other case-control studies showed no such relationship, but these did not control for CAD risk factors. The results of two cohort studies were inconclusive. Insufficient data were available from these studies to analyze possible relationships between baldness and CAD risk factors themselves. Overall, the data reviewed suggest that a small risk of CAD due to baldness may exist, but this risk is smaller than that of well-known CAD risk factors such as smoking and hypertension. Future research should emphasize proper control for age and CAD risk factors. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Rapid baroreceptor resetting in Dahl salt-sensitive rats. Dahl salt-sensitive rats rapidly become hypertensive when exposed to a high salt diet, but Dahl salt-resistant rats maintain normal blood pressure on a high salt diet. A defect in baroreceptor afferents is thought to play a key role in the low sensitivity of baroreceptor reflexes in Dahl salt-sensitive rats even in the prehypertensive stage during low salt treatment. In the present study, we tested whether differences in rapid resetting ability might contribute to differences in baroreceptor function in Dahl rats. Four groups of rats were tested: salt-sensitive and salt-resistant rats on low salt and high salt diets (0.15% and 8.0% NaCl). We compared the rapidly resetting responses of baroreceptors from each group using an in vitro preparation. Rapid resetting was assessed for each aortic baroreceptor (n = 46) by linear fit of the relation of pressure threshold and conditioning mean arterial pressure. Each group had a wide range of resetting ratios (the slope of the resetting relation). Despite higher initial pressure thresholds in salt-sensitive rats on a high salt diet, resetting ratios among the four groups were similar. Thus, the ability of Dahl salt-sensitive baroreceptors to rapidly reset is preserved, despite high dietary salt and a genetic predisposition to dysfunction. The present findings in Dahl rats reinforce the results of recent studies of rapid resetting during spontaneous and renal hypertension, which suggests that the rapid resetting process is remarkably resistant to factors that compromise baroreceptor function. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Furosemide-131I-hippuran renography after angiotensin-converting enzyme inhibition for the diagnosis of renovascular hypertension. PURPOSE: We have previously demonstrated the greater sensitivity of 131I-hippuran renography than 99mTC-DTPA scintigraphy to diagnose renovascular hypertension (RVH). This study assesses the predictive diagnostic value of furosemide-131I-hippuran renography after angiotensin-converting enzyme (ACE) inhibition in patients with and without RVH. PATIENTS AND METHODS: All patients were investigated at the University of Miami/Jackson Memorial Medical Center. Twenty-eight patients had RVH and 22 did not. Twenty-eight patients had normal or minimally decreased renal function (serum creatinine level 1.5 mg/dL or less) and 22 had renal insufficiency (serum creatinine level 1.8 mg/dL or more). Renography was performed 60 minutes after oral administration of 50 mg captopril or 10 minutes after intravenous injection of 40 micrograms/kg enalaprilat. Forty milligrams of furosemide were administered intravenously 2 minutes after injection of 131I-hippuran. The residual cortical activity (RCA) of 131I-hippuran was measured at 20 minutes. RESULTS: RVH was unlikely when RCA after ACE inhibition was less than 30% of peak cortical activity. Conversely, RVH was present when 131I-hippuran cortical activity steadily increased throughout the test to reach 100% at 20 minutes. In azotemic patients with RCA between 31% and 100%, RVH was differentiated from intrinsic renal disease by obtaining a baseline renogram without ACE inhibition and comparing RCA in that study and RCA after ACE inhibition. If RCA increased (indicating worsening renal function) after ACE inhibition, RVH was likely; whereas, intrinsic renal disease was more likely if RCA remained unchanged or decreased (indicating improved renal function) with ACE inhibition. The test had a specificity of 95% and a sensitivity of 96% in this population. There was a direct correlation between the results of angioplasty or surgery on high blood pressure and the changes in RCA before and after intervention (n = 20). CONCLUSION: Furosemide-131I-hippuran renography with ACE inhibition is highly predictive in identifying patients with RVH. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Prognostic value of reduced heart rate variability after myocardial infarction: clinical evaluation of a new analysis method. The relation between heart rate variability, measured from standard 24 hour electrocardiogram recordings in patients convalescent after a myocardial infarction, and the occurrence of sudden death and spontaneous, symptomatic, sustained ventricular tachycardia were assessed in a consecutive series of 177 patients admitted with acute myocardial infarction and surviving to 7 days. In addition to the analysis of heart rate variability, the occurrence of non-sustained arrhythmias on 24 hour electrocardiographic monitoring, and the results of clinical assessment, signal averaged electrocardiography and ejection fraction were analysed and were related to outcome. During a median of 16 months of follow up (range 10-30 months) there were 17 end point events (11 (6.2%) sudden deaths) and six (3.4%) episodes of sustained ventricular tachycardia. An index of the width of the frequency distribution curve for the duration of individual RR intervals was used to measure heart rate variability. This mean (SD) index was significantly smaller in those with end point events (16.8 (8.0)) than in those without events (29.0 (11.2)). The relative risk of the occurrence of an end point event in those with a heart rate variability index less than 25 was 7.0. Multivariate analysis showed that of all the variables examined a reduced heart rate variability index was the single most powerful predictor of end point events. Measurement of heart rate variability by this simple, automated, operator-independent method provided useful information on the arrhythmic propensity in patients convalescent after myocardial infarction. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Wellness motivation in cardiac rehabilitation. Lack of patient adherence to prescribed regimens is a fundamental problem in cardiac rehabilitation programs. A causative factor in lack of patient adherence may be related to failure to address differences in individual health behavior motivation in cardiac rehabilitation. A group of 52 patients who had had myocardial infarction were sampled to test the relationship between social support systems, health locus of control, health value orientations, and wellness motivation. Pearson correlation coefficients indicated significant positive correlations between health locus of control variables, health value orientation variations, and wellness motivation. Health locus of control and health value orientation variables entered into a multiple regression equation to explain 32% of the variation in wellness motivation. Awareness of individual motivational responses that influence health behaviors in cardiac rehabilitation may enable nurses to develop intervention strategies for patients with cardiovascular disease who would benefit from modifying their risk-producing life-styles. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Surgical treatment of renal artery stenosis after failed percutaneous transluminal angioplasty. From 1980 to 1989, 53 patients with renovascular hypertension underwent surgical treatment after initial unsuccessful management with percutaneous transluminal angioplasty. Renal artery stenosis was due to fibrous dysplasia in 17 patients and atherosclerosis in 36. The reasons for failure of percutaneous transluminal angioplasty were inability to dilate the stenotic lesion (32 patients), acute renal arterial occlusion (2) or dissection (8) from attempted percutaneous transluminal angioplasty, and the development of recurrent renal artery stenosis after initially successful percutaneous transluminal angioplasty (11). Three patients underwent nephrectomy due to the finding of a nonviable kidney at operation. Successful surgical revascularization was achieved in 50 patients. There was no significant fibrosis or inflammation around the previously dilated renal artery. Percutaneous transluminal angioplasty necessitated performance of a more complicated revascularization operation in only 1 patient. If the kidney is viable at operation in patients treated by percutaneous transluminal angioplasty renovascular reconstruction is not more technically difficult than when done primarily and the same excellent results can be achieved. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Combination therapy for anaplastic giant cell thyroid carcinoma. Since 1981, 20 patients with anaplastic giant cell carcinoma of the thyroid have been prospectively treated according to a combination regimen of chemotherapy and external beam radiation therapy. Two types of chemotherapy were used every 4 weeks, depending on the patient's age. For those younger than 65 years, a combination of doxorubicin (60 mg/m2) and cisplatin (90 mg/m2) was given, and for older patients mitoxantrone (14 mg/m2) was used. Radiotherapy was carried out between Day 10 and Day 20 of the first four cycles of chemotherapy. It delivered 17.5 Gy in 7 fractions to the neck and the superior mediastinum. Survival exceeding 20 months was observed in three patients. Complete neck tumor response was observed in five patients, among whom four had undergone previous operations. No response was seen in distant metastases, which were the cause of death in 14 patients. These treatment modalities are effective in some patients, both in terms of survival and of local control, avoiding death from local invasion. Gross tumor resection should be performed whenever possible but should not delay the commencement of this protocol. Toxicity was high and remains the main limiting factor. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Intracardiac shunting in children with ventricular septal defect: evaluation with Doppler color flow mapping In children with a ventricular septal defect, transseptal blood flow has been demonstrated angiographically to be bidirectional in all but the smallest defects. To investigate this phenomenon noninvasively, two-dimensional Doppler color flow echocardiography was used in 77 patients (aged 1 day to 15.5 years, mean 24 months). During isovolumetric contraction, flow was seen from the left to the right ventricle in 82 (98%) of 84 studies. During isovolumetric relaxation, right to left flow was noted in 72 (96%) of 75 studies. During early diastole in patients with an isolated defect, flow was initially from the right to the left ventricle and subsequently reversed to become left to right in 29 (91%) of 32 studies. In patients with concomitant right ventricular volume overload, flow across the ventricular defect was from the right to the left ventricle throughout diastole in 30 (86%) of 35 studies. In each of four patients with d-transposition of the great vessels and each of two patients with 1-transposition of the great vessels, blood flow was from the morphologic left ventricle to the morphologic right ventricle during isovolumetric contraction and from the morphologic right ventricle to the morphologic left ventricle during isovolumetric relaxation. These results demonstrate 1) the complex nature of intracardiac shunting in children with ventricular septal defect as previously shown by angiography; 2) an intrinsic functional difference in the contractile and relaxation properties of the morphologic left and right ventricles; and 3) differences in diastolic blood flow patterns between children with an isolated defect and those with a ventricular septal defect and right ventricular volume overload (p = 0.0001). ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Effects of intravenous verapamil on left ventricular relaxation and filling in stable angina pectoris. Left ventricular (LV) diastolic function is often impaired in coronary artery disease (CAD). To assess whether verapamil could improve LV diastolic properties, 12 patients with CAD undergoing right- and left-sided cardiac catheterization, as well as simultaneous radionuclide angiography, were studied before and during intravenous administration of verapamil (0.1 mg/kg as a bolus followed by 0.007 mg/kg/min). The heart rate was kept constant by atrial pacing in both studies. LV pressure-volume relations were obtained. Verapamil decreased LV systolic pressure (130 +/- 22 to 117 +/- 16 mm Hg, p less than 0.01) and the end-systolic pressure/volume ratio (2.4 +/- 1.3 to 1.6 +/- 0.5 mm Hg/ml, p less than 0.05), and increased LV end-diastolic (13 +/- 4 to 16 +/- 4 mm Hg, p less than 0.02) and pulmonary capillary pressures (10 +/- 5 to 12 +/- 5 mm Hg, p less than 0.005). Despite such negative inotropic effects, cardiac index increased (3.4 +/- 0.7 to 3.9 +/- 0.6 liters/min/m2, p less than 0.02). The time constant of isovolumic relaxation shortened (63 +/- 14 to 47 +/- 9 ms, p less than 0.02); peak filling rate increased (370 +/- 155 to 519 +/- 184 ml/s, p less than 0.001; 2.6 +/- 1.1 to 3.3 +/- 0.9 end-diastolic counts/s, p less than 0.02; and 4.1 +/- 1.6 to 5.5 +/- 1.5 stroke counts/s, p less than 0.001). ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Identification of acute myocardial infarction patients suitable for early hospital discharge after aggressive interventional therapy. Results from the Thrombolysis and Angioplasty in Acute Myocardial Infarction Registry. BACKGROUND. Very early (day 4) hospital discharge has recently been proposed for selected patients with acute myocardial infarction (MI). The purpose of this study was to determine the most useful factors for identifying acute MI patients treated with aggressive interventional therapy who could be safely discharged on day 4. METHODS AND RESULTS. We studied 708 patients enrolled in the Thrombolysis and Angioplasty in Acute Myocardial Infarction trials I-III. Patients dying in the first 3 days and those with early (days 1-3) emergency coronary artery bypass graft surgery (CABG), late elective CABG (greater than or equal to day 4), or urgent/emergency CABG resulting from a late elective coronary angioplasty were excluded. The remaining 580 patients were randomly divided into a training sample (group 1) that was used to build a logistic regression model for predicting the absence of a late major complication and a test sample (group 2) that was used to validate this model. For this study, patients were considered appropriate for day 4 hospital discharge if they did not experience any of the following for 30 days after MI: death, reinfarction, cardiogenic shock, pulmonary edema, sustained hypotension, sustained ventricular tachycardia, high-grade atrioventricular block, acute ventricular septal defect, and recurrent ischemia necessitating urgent CABG. In group 1, four variables were independent predictors of freedom from late major complications: absence of early sustained ventricular tachycardia or ventricular fibrillation, absence of early sustained hypotension or cardiogenic shock, fewer coronary arteries with significant (greater than or equal to 75%) stenosis, and a higher left ventricular ejection fraction. In group 2, 23% of patients had a logistic model prediction of a 3% or less chance of a late complication. These patients had no deaths or reinfarctions by day 30 and a 3% late major complication rate. CONCLUSIONS. The results of early cardiac catheterization and the absence of selected early (days 1-3) major complications do allow identification of a low risk subgroup of acute MI patients that may be suitable for very early discharge. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Excimer laser angioplasty during aortocoronary bypass grafting. Laser coronary angioplasty using the 308-nm Excimer laser was successfully performed intraoperatively during coronary artery bypass grafting. It achieved a reduction of the left anterior descending artery stenosis from 99% to 25% as seen on angioscopy, without evidence of vascular perforation or intimal disruption. The Excimer laser offers the opportunity for intraoperative endovascular remodeling and recanalization and has a potential role as an adjunct to existing standard coronary artery bypass grafting protocol. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Coronary lesion morphology in acute myocardial infarction: demonstration of early remodeling after streptokinase treatment Coronary lesion morphology was analyzed in 72 patients 1 to 8 days after streptokinase treatment for acute myocardial infarction and compared with lesion morphology in a control group of 24 patients with stable angina. In the streptokinase group the infarct-related artery was patent in 55 patients (76%). Compared with stenoses in the stable angina group, there were no differences in the stenosis length, severity, calcification or in the proportion located at an acute bend or at a branch point. However, lesions in the streptokinase group were more often irregular (p less than 0.005) and eccentric (p less than 0.01), had a shoulder (p less than 0.0001), globular filling defects (p less than 0.01), linear filling defects (p less than 0.00005) and contrast staining (p less than 0.05). Plaque ulceration index was higher in the streptokinase than in the stable angina group (6.2 +/- 7.9 versus 3.5 +/- 3.4, p less than 0.001). Of the 72 streptokinase-treated patients, 35 were maintained on heparin infusion until angioplasty 2 to 10 days later. At repeat angiography before angioplasty, globular lesion filling defects seen in eight patients had disappeared, whereas linear filling defects persisted in 7 of 14 cases. Fewer lesions were irregular (p less than 0.0001) and the ulceration index decreased from 7.4 +/- 10.4 to 3.0 +/- 1.6 (p less than 0.001). These data show that the lesion in the infarct-related artery after streptokinase treatment is irregular and often associated with filling defects, perhaps corresponding to plaque fissuring and intraluminal thrombosis. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Xeroderma pigmentosum: review and report of a case. Xeroderma pigmentosum is a rare inherited dermatosis that provides insight into the basic mechanism of carcinogenesis. It is a model disorder linking defective DNA repair with clinical abnormalities and neoplasia. UV light-induced damage to the skin begins early and results in multiple benign and malignant skin tumors, especially in sun-exposed areas of the head and neck. Oral cancers, primarily squamous cell carcinomas of the anterior third of the tongue, occur with greatly increased frequency. A patient with multiple facial neoplasia and oral manifestations of xeroderma pigmentosum is presented. The role of the dentist in surveillance of oral and perioral structures is emphasized. The dentist is advised against the use of UV light-curing units in these patients because UV-induced epithelial damage may cause dysplasia when DNA repair mechanisms are dysfunctional. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Are myotonias and periodic paralyses associated with susceptibility to malignant hyperthermia? Excised muscles from patients with myotonia or periodic paralysis were subjected to the in vitro contracture test for susceptibility to malignant hyperthermia (MH). In a group of 44 patients, this standard test gave four positive, 10 equivocal and 30 negative results. The results for 27 control muscles from normal subjects were negative. When the test was performed with less than normal concentrations of contracture-triggering substances (caffeine less than or equal to 2 mmol litre-1, less than or equal to 2% halothane), 70% of the muscles from the patients and only 15% of the controls responded with small contractures (less than 0.2 g). These results should not be taken to indicate that the patients have the genetic trait for MH. The positive and equivocal test results, in addition to the slight contractures, may be accounted for by the electrical after-activity in the cases of pure myotonia, and by increased resting myoplasmic [Ca2+] in myotonic dystrophy. This shows that the in vitro contracture test lacks specificity. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Temporary cardiac pacing using a new, steerable, balloon-tipped pacing catheter. A new balloon-tipped, flow-directed, steerable pacing catheter for unipolar temporary ventricular pacing is presented. It was successfully and uneventfully tested in 25 patients with acute myocardial infarction in the coronary care unit. The main advantage of the new catheter is the ease with which a stable contact may be achieved between the pacing electrode and the endocardium. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Muscle relaxation rates in individuals susceptible to malignant hyperthermia. Muscle relaxation rate following a tetanic stimulus of adductor pollicis muscle was measured prospectively in 26 patients potentially susceptible to malignant hyperthermia (MH) the day before a muscle biopsy was obtained for MH in vitro screening. Eleven subjects were found to be MH susceptible (MHS) and 15 subjects MH-negative (MHN). In all patients, relaxation rate was recorded at three different temperatures of the skin overlying adductor pollicis (30, 34 and 38 degrees C) achieved by a small surface heating unit placed over the thenar eminence. The MHS group exhibited slightly higher relaxation rate at 34 and 38 degrees C compared with the MHN group and this difference was accentuated with increasing temperature, but was not statistically different. The results of the present study suggest that relaxation rates are normal in MHS individuals under physiological conditions and cannot be used diagnostically for MH screening. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Effect of bleomycin on hematoporphyrin derivative phototherapy of solid tumors. Hematoporphyrin derivative phototherapy (HpD-PT) has been successfully used to localize and treat superficial squamous cell cancers. Bleomycin sulfate is a glycopeptide antibiotic that has antineoplastic properties against squamous cell cancers. Because both HpD-PT and bleomycin chemotherapy are accepted forms of treatment for squamous cell cancer and their cytotoxicity is mediated by singlet oxygen and oxygen radicals, we studied the possibility of enhancing the response of solid tumors to HpD-PT by combining this modality with systemic bleomycin chemotherapy in a murine tumor model. Bleomycin did not enhance HpD-PT significantly. Also, we are not confident that HpD-PT alone or in combination with other agents can eradicate solid tumors; it certainly did not in this syngeneic murine tumor model. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Follow-up recatheterization after balloon aortic valvuloplasty. Mansfield Scientific Aortic Valvuloplasty Registry Investigators. The results of recatheterization were assessed in a select group of 95 patients enrolled in the Mansfield Scientific Aortic Valvuloplasty Registry to determine whether any procedural or patient-related variables at baseline predicted either initial immediate or follow-up (6.2 +/- 3.3 months) results. At the follow-up catheterization, 39 (41%) of the patients were in improved condition and 56 patients (59%) had recurrence of symptoms, allowing for analysis of the effect of the procedure in two symptomatic patient subsets. In the total group the aortic valve area increased initially from 0.56 +/- 0.16 to 0.87 +/- 0.27 cm2 but partial return to the baseline valve area was evident at follow-up (0.63 +/- 0.25 cm2). Similarly, the mean aortic gradient initially decreased from 72 +/- 30 to 35 +/- 16 mm Hg but then increased to 55 +/- 25 mm Hg at follow-up. Neither the initial nor the late hemodynamic results appeared affected by any definable procedural variable at the time of valvuloplasty, including the maximal diameter of balloons, number of balloons simultaneously used, mean inflation time or total number of inflations. Such technical concerns also did not seem to affect short- or long-term outcome. Similarly, no baseline hemodynamic variable clearly separated those who became increasingly symptomatic from those whose condition was improved at the 6 month interval. At recatheterization, a reduction in the aortic valve area toward baseline was observed in 24 (62%) of the 39 improved patients and in 45 (80%) of the 56 who were symptomatic. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Is routine preoperative hemodynamic evaluation of nonagenarians necessary? An Incidence of co-morbid cardiac disease in the elderly surgical patient as high as 66% has been previously reported. Even in the absence of clinically significant cardiac disease, advanced age alone is often considered sufficient indication for Swan-Ganz placement, hemodynamic evaluation, adjustment of fluid states, and inotropic support. Yet data clearly documenting the need for this evaluation and therapy are difficult to obtain. All major general surgical and orthopedic operations in non-agenarians were reviewed in our institution from July 1, 1987 through December 31, 1988. Fifty-one procedures were performed on 46 patients. None of these patients had preoperative Swan-Ganz catheterization or hemodynamic evaluation. Eighteen general surgical, 30 orthopedic, 2 neurosurgical, and 1 gynecological procedures were performed. Forty-three were performed under general anesthesia, 7 under spinal anesthesia, and 1 with local anesthesia. Seven out of 51 patients (14%) experienced major complications, and 16 out of 51 (31%) experienced minor complications. Thirty-day mortality was 0%, and 6-month survival was 92%. Only one complication occurred within 48 hours of surgery that might possibly have been prevented with hemodynamic evaluation, adjustment of fluid status, inotropic support, and intensive care unit monitoring. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Recurrent lateral rectus palsy in childhood. Five patients with recurrent, lateral rectus palsy in childhood, examined at the University of Iowa Hospitals over a period of 22 years, are reported. During the same period, 131 abducens nerve palsy patients, younger than 18 years of age, were evaluated. Eighteen similar patients, most single case reports, are reviewed from the literature. All reported patients, including our own, shared the following features: spontaneous recovery within 6 months in the majority of patients, ipsilateral recurrence, and painless palsy. There is female and left-sided preponderance. Etiology is undetermined. Hypotheses include viral etiology, neurovascular compression by aberrant artery, and migraine. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
"Distribution of deletions and seven point mutations on CYP21B genes in three clinical forms of steroid 21-hydroxylase deficiency. To characterize mutations in the CYP21B gene that are responsible for congenital adrenal hyperplasia (CAH), DNA samples from 91 French patients have been studied by allelic-specific oligonucleotide hybridization and Southern blot analysis. Seven sites mostly found in the CYP21A pseudogene and deletions of the functional CYP21B gene have been screened. Gene conversions involving small DNA segments accounted for 57% of the tested mutations and probably cause 74% of the mutations responsible for the disease. Complete deletion of the CYP21B gene accounted for 18% of the CAH mutations in the whole sample and for 21% in the classical form of the disease. Three mutations were found associated with specific clinical forms of the disease: a G-C substitution in the seventh exon was associated with the late-onset form of the disease, and both an 8-bp depletion in the third exon and complete deletion of CYP21B were associated with the salt-wasting form. ",0,"Does the abstract relate to conditions such as Alzheimer's, Parkinson's, or multiple sclerosis?"
